 FINAL_TRY                 SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr     unit   gis_id   name                  area         precip           evap           seep          flo_stor       sed_stor      orgn_stor      sedp_stor       no3_stor      solp_stor      chla_stor       nh3_stor       no2_stor      cbod_stor       dox_stor       san_stor       sil_stor       cla_stor       sag_stor       lag_stor       grv_stor           null         flo_in         sed_in        orgn_in        sedp_in         no3_in        solp_in        chla_in         nh3_in         no2_in        cbod_in         dox_in         san_in         sil_in         cla_in         sag_in         lag_in         grv_in           null        flo_out        sed_out       orgn_out       sedp_out        no3_out       solp_out       chla_out        nh3_out        no2_out       cbod_out        dox_out        san_out        sil_out        cla_out        sag_out        lag_out        grv_out           null     water_temp
    67     3     8  1982      10      10  cha0010              0.1215E+01     0.3048E+03     0.2623E+04     0.8138E+03     0.1438E+05     0.1027E+01     0.1094E+02     0.1548E+01     0.4344E+02     0.2642E+01     0.7372E+01     0.1201E+01     0.2268E+01     0.2807E+06     0.1661E-13     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.2249E-01     0.7255E+01     0.6971E+02     0.9712E+01     0.2751E+04     0.3476E+02     0.7992E+02     0.1893E+02     0.1613E+02     0.2481E+07     0.2309E+00     0.2342E-03     0.2342E-03     0.2342E-03     0.2342E-03     0.2342E-03     0.0000E+00     0.4485E+02     0.2125E-01     0.6677E+01     0.4321E+02     0.6234E+01     0.2739E+04     0.3676E+02     0.3571E+02     0.1190E+02     0.2195E+02     0.6876E+06     0.1775E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4810E+02     0.1937E+02
    67     3     8  1982      11      11  cha0011              0.6217E+00     0.1560E+03     0.8227E+02     0.4587E+02     0.6809E+02     0.7463E-08     0.1424E-07     0.4492E-07     0.8559E+00     0.1859E-03     0.1917E-04     0.9367E-07     0.3358E-05     0.9089E+00     0.8814E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.9708E-05     0.3269E-06     0.3916E-05     0.1176E-04     0.4758E+01     0.5035E-03     0.7401E-02     0.1718E-06     0.3526E-05     0.3099E+03     0.6572E+03     0.3189E-03     0.3189E-03     0.3189E-03     0.3189E-03     0.3189E-03     0.0000E+00     0.6220E+08     0.7150E-05     0.5570E-08     0.1341E-07     0.4233E-07     0.7469E+00     0.1205E-03     0.1713E-04     0.7137E-07     0.2548E-05     0.7885E+00     0.1641E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1146E+09     0.1937E+02
    67     3     8  1982      12      12  cha0012              0.1334E+01     0.3348E+03     0.2880E+04     0.8938E+03     0.1622E+05     0.1108E+01     0.1383E+02     0.1927E+01     0.3774E+02     0.2218E+01     0.8513E+01     0.1604E+01     0.9719E+00     0.4815E+06     0.9246E-12     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.2404E-01     0.7914E+01     0.1148E+03     0.1542E+02     0.2753E+04     0.2028E+02     0.2447E+03     0.2010E+02     0.1626E+01     0.9509E+07     0.7685E+05     0.1680E-03     0.1680E-03     0.1680E-03     0.1680E-03     0.1680E-03     0.0000E+00     0.4145E+02     0.2249E-01     0.7255E+01     0.6971E+02     0.9712E+01     0.2751E+04     0.3476E+02     0.7992E+02     0.1893E+02     0.1613E+02     0.2481E+07     0.2309E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4485E+02     0.1937E+02
    67     3     8  1982      13      13  cha0013              0.1783E+00     0.1192E+04     0.2901E+03     0.1194E+03     0.5044E+04     0.1116E+01     0.9916E+01     0.1351E+01     0.1385E+02     0.3869E+00     0.4821E+01     0.2013E+00     0.0000E+00     0.4841E+06     0.1209E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.4824E-01     0.1401E+02     0.1996E+03     0.2669E+02     0.8872E+04     0.1098E+02     0.2107E+03     0.0000E+00     0.0000E+00     0.1369E+08     0.2570E+06     0.2075E-03     0.2075E-03     0.2075E-03     0.2075E-03     0.2075E-03     0.0000E+00     0.1230E+02     0.4794E-01     0.1391E+02     0.1932E+03     0.2592E+02     0.8846E+04     0.1415E+02     0.1979E+03     0.4129E+01     0.9500E-04     0.1195E+08     0.9826E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1235E+02     0.1937E+02
    67     3     8  1982      14      14  cha0014              0.9826E+00     0.6568E+04     0.1599E+04     0.6584E+03     0.1255E+05     0.1143E+01     0.1795E+02     0.2343E+01     0.2450E+02     0.1082E+01     0.8799E+01     0.7609E+00     0.4806E-03     0.7768E+06     0.1501E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.9272E-01     0.2667E+02     0.5976E+03     0.7696E+02     0.7952E+04     0.3454E+02     0.5239E+03     0.0000E+00     0.0000E+00     0.3226E+08     0.3072E+06     0.8115E-03     0.8115E-03     0.8115E-03     0.8115E-03     0.8115E-03     0.0000E+00     0.6481E+01     0.9063E-01     0.3289E+02     0.5415E+03     0.7045E+02     0.8353E+04     0.5770E+02     0.4071E+03     0.3615E+02     0.5808E+00     0.2022E+08     0.7432E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6594E+01     0.1937E+02
    67     3     8  1982      15      15  cha0015              0.9650E+00     0.6450E+04     0.1571E+04     0.6466E+03     0.2169E+05     0.7449E+01     0.8779E+02     0.1171E+02     0.1017E+03     0.3425E+01     0.4444E+02     0.6514E+01     0.9118E-02     0.3536E+07     0.2038E-10     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.7472E-01     0.5713E+02     0.1160E+04     0.1504E+03     0.1833E+05     0.1844E+02     0.8220E+03     0.0000E+00     0.0000E+00     0.5997E+08     0.3127E+06     0.3838E-03     0.3838E-03     0.3838E-03     0.3838E-03     0.3838E-03     0.0000E+00     0.8316E+01     0.7328E-01     0.5635E+02     0.1036E+04     0.1361E+03     0.1808E+05     0.5735E+02     0.6682E+03     0.8812E+02     0.4577E+00     0.3658E+08     0.5088E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8364E+01     0.1937E+02
    67     3     8  1982      16      16  cha0016              0.1459E+02     0.9755E+05     0.2375E+05     0.9778E+04     0.4515E+06     0.5241E+02     0.6332E+03     0.8656E+02     0.2549E+04     0.1072E+03     0.5246E+03     0.1747E+03     0.5448E+02     0.1694E+08     0.6148E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.4524E+00     0.1567E+03     0.3745E+04     0.4840E+03     0.6545E+05     0.1563E+03     0.3362E+04     0.0000E+00     0.0000E+00     0.2041E+09     0.1548E+07     0.6308E-03     0.6308E-03     0.6308E-03     0.6308E-03     0.6308E-03     0.0000E+00     0.2763E+01     0.4007E+00     0.1440E+03     0.2396E+04     0.3207E+03     0.7448E+05     0.3858E+03     0.2070E+04     0.5509E+03     0.9323E+02     0.7037E+08     0.1854E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2807E+01     0.1937E+02
    67     3     8  1982      17      17  cha0017              0.1079E+01     0.2709E+03     0.1013E+03     0.6712E+02     0.9996E+01     0.2313E-07     0.1300E-06     0.4040E-06     0.7100E+00     0.6074E-03     0.1322E-03     0.4350E-06     0.1087E-04     0.3735E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.9105E-06     0.7279E-06     0.3442E-04     0.1033E-03     0.1652E+01     0.3442E-04     0.3195E-01     0.0000E+00     0.0000E+00     0.6110E+03     0.3638E+04     0.7279E-03     0.7279E-03     0.7279E-03     0.7279E-03     0.7279E-03     0.0000E+00     0.7278E+10     0.2170E-07     0.5173E-09     0.2655E-08     0.8257E-08     0.1656E-01     0.1063E-04     0.2466E-05     0.9434E-08     0.2388E-06     0.6091E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1236E+14     0.1937E+02
    67     3     8  1982      18      18  cha0018              0.1614E+00     0.1079E+04     0.2627E+03     0.1082E+03     0.2119E+04     0.2499E+00     0.3435E+01     0.4499E+00     0.4747E+01     0.1566E+00     0.1569E+01     0.3176E-01     0.4865E-08     0.1711E+06     0.1085E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.5153E-01     0.2106E+02     0.4462E+03     0.5760E+02     0.6924E+04     0.1820E+02     0.3952E+03     0.0000E+00     0.0000E+00     0.2697E+08     0.2105E+06     0.4994E-03     0.4994E-03     0.4994E-03     0.4994E-03     0.4994E-03     0.0000E+00     0.1191E+02     0.5123E-01     0.2190E+02     0.4321E+03     0.5598E+02     0.6851E+04     0.2721E+02     0.3508E+03     0.9888E+01     0.6494E-02     0.2206E+08     0.1218E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1197E+02     0.1937E+02
    67     3     8  1982      19      19  cha0019              0.7971E+00     0.2000E+03     0.7650E+02     0.5036E+02     0.1417E+02     0.2797E-07     0.1133E-06     0.3520E-06     0.8834E+00     0.1386E-02     0.3044E-03     0.3254E-06     0.7511E-05     0.5655E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.1378E-05     0.9371E-06     0.3188E-04     0.9564E-04     0.2418E+01     0.3188E-04     0.7045E-01     0.0000E+00     0.0000E+00     0.8816E+03     0.7011E+04     0.9371E-03     0.9371E-03     0.9371E-03     0.9371E-03     0.9371E-03     0.0000E+00     0.3133E+10     0.6885E-07     0.1328E-08     0.5025E-08     0.1563E-07     0.4813E-01     0.5370E-04     0.1250E-04     0.1536E-07     0.3603E-06     0.2206E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1227E+13     0.1937E+02
    67     3     8  1982      20      20  cha0020              0.1463E+01     0.3672E+03     0.1694E+03     0.1064E+03     0.1987E+03     0.2730E-07     0.4936E-06     0.1533E-05     0.1346E+02     0.2172E-02     0.1045E-02     0.6300E-06     0.1271E-04     0.9011E+01     0.2210E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.1528E-04     0.9417E-06     0.7558E-04     0.2268E-03     0.3582E+02     0.7558E-04     0.1432E+00     0.0000E+00     0.0000E+00     0.8530E+03     0.3355E+05     0.9417E-03     0.9417E-03     0.9417E-03     0.9417E-03     0.9417E-03     0.0000E+00     0.2505E+08     0.9404E-05     0.6721E-08     0.1293E-06     0.4015E-06     0.4396E+01     0.4460E-03     0.2380E-03     0.1564E-06     0.3166E-05     0.1480E+01     0.9813E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6626E+08     0.1937E+02
    67     3     8  1982      21      21  cha0021              0.2082E+01     0.5225E+03     0.1918E+03     0.1278E+03     0.1128E+01     0.8543E-08     0.1942E-06     0.6036E-06     0.4235E-01     0.2789E-03     0.6048E-04     0.8148E-06     0.2223E-04     0.9431E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.1484E-06     0.2530E-06     0.4837E-04     0.1451E-03     0.1177E+00     0.4837E-04     0.1372E-01     0.0000E+00     0.0000E+00     0.2071E+03     0.8055E+03     0.2530E-03     0.2530E-03     0.2530E-03     0.2530E-03     0.2530E-03     0.0000E+00     0.3755E+12     0.7557E-10     0.1556E-10     0.1634E-09     0.5082E-09     0.3701E-04     0.2135E-06     0.4896E-07     0.7299E-09     0.2017E-07     0.7495E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1937E+02
    67     3     8  1982      22      22  cha0022              0.1933E+01     0.1292E+05     0.2941E+04     0.1295E+04     0.2414E+05     0.2771E+01     0.3543E+02     0.4768E+01     0.5981E+02     0.3738E+01     0.1965E+02     0.5079E+01     0.5235E+00     0.1262E+07     0.3431E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.3736E-01     0.1702E+02     0.3635E+03     0.4699E+02     0.4414E+04     0.1396E+02     0.6039E+03     0.0000E+00     0.0000E+00     0.2785E+08     0.3477E+06     0.7905E-03     0.7905E-03     0.7905E-03     0.7905E-03     0.7905E-03     0.0000E+00     0.2059E+02     0.3397E-01     0.1846E+02     0.2340E+03     0.3127E+02     0.4791E+04     0.5586E+02     0.2162E+03     0.5142E+02     0.6941E+01     0.7925E+07     0.1955E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2236E+02     0.1937E+02
    67     3     8  1982      23      23  cha0023              0.6201E+00     0.1556E+03     0.1339E+04     0.4155E+03     0.7922E+04     0.5099E+00     0.7224E+01     0.9813E+00     0.1474E+02     0.7121E+00     0.3832E+01     0.4286E+00     0.4604E-02     0.3350E+06     0.1504E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.2285E-01     0.7373E+01     0.1456E+03     0.1894E+02     0.2832E+04     0.8159E+01     0.1816E+03     0.0000E+00     0.0000E+00     0.1470E+08     0.1917E+06     0.1025E-02     0.1025E-02     0.1025E-02     0.1025E-02     0.1025E-02     0.0000E+00     0.4154E+02     0.2198E-01     0.7562E+01     0.1087E+03     0.1455E+02     0.2747E+04     0.1930E+02     0.9305E+02     0.2010E+02     0.1626E+01     0.5300E+07     0.1251E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4343E+02     0.1937E+02
    67     3     8  1982      24      24  cha0024              0.4293E+01     0.2869E+05     0.6986E+04     0.2876E+04     0.5259E+05     0.2690E+01     0.3753E+02     0.5135E+01     0.1261E+03     0.5401E+01     0.2312E+02     0.4362E+01     0.2166E+00     0.1553E+07     0.2050E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.9619E-01     0.2163E+02     0.4242E+03     0.5556E+02     0.1066E+05     0.3363E+02     0.5730E+03     0.0000E+00     0.0000E+00     0.4201E+08     0.6383E+06     0.7475E-03     0.7475E-03     0.7475E-03     0.7475E-03     0.7475E-03     0.0000E+00     0.8858E+01     0.8794E-01     0.2876E+02     0.2886E+03     0.3904E+02     0.1186E+05     0.7390E+02     0.2731E+03     0.6352E+02     0.8842E+01     0.1216E+08     0.2319E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9365E+01     0.1937E+02
    67     3     8  1982      25      25  cha0025              0.7776E+00     0.1951E+03     0.7265E+02     0.4822E+02     0.5203E+01     0.3448E-07     0.1072E-06     0.3330E-06     0.2358E+00     0.1982E-03     0.4352E-04     0.3309E-06     0.7937E-05     0.2839E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2503E+02     0.4730E-06     0.1066E-05     0.2783E-04     0.8350E-04     0.6720E+00     0.2783E-04     0.1029E-01     0.0000E+00     0.0000E+00     0.6466E+03     0.1352E+04     0.1066E-02     0.1066E-02     0.1066E-02     0.1066E-02     0.1066E-02     0.0000E+00     0.2762E+11     0.7317E-08     0.5509E-09     0.1493E-08     0.4644E-08     0.3800E-02     0.2381E-05     0.5491E-06     0.4906E-08     0.1196E-06     0.3591E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1937E+02
    67     3     8  1982      26      26  cha0026              0.2707E+00     0.1809E+04     0.4405E+03     0.1814E+03     0.3437E+04     0.3569E+00     0.5278E+01     0.7086E+00     0.9281E+01     0.2678E+00     0.2647E+01     0.8210E-01     0.3266E-06     0.2824E+06     0.8095E-15     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2346E+02     0.4548E-01     0.1714E+02     0.3479E+03     0.4527E+02     0.6712E+04     0.1558E+02     0.4013E+03     0.0000E+00     0.0000E+00     0.3284E+08     0.3343E+06     0.6487E-03     0.6487E-03     0.6487E-03     0.6487E-03     0.6487E-03     0.0000E+00     0.1666E+02     0.4508E-01     0.1793E+02     0.3283E+03     0.4301E+02     0.6571E+04     0.2978E+02     0.3150E+03     0.1438E+02     0.6706E-01     0.2250E+08     0.1013E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1678E+02     0.1937E+02
